,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
5292,CHN,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
3729,NLD,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
24854,DZA,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
47191,CZE,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
73275,NOR,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
4359,AUS,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
66542,RUS,Online TA,0,1,No Deposit,0,Transient,B,0,1,1
19797,CN,Online TA,0,0,No Deposit,0,Group,A,0,2,0
82700,CN,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
24920,PRT,Direct,0,1,No Deposit,0,Transient,A,0,3,0
4507,USA,Online TA,0,0,No Deposit,0,Group,G,0,1,0
47596,SWE,Online TA,0,1,No Deposit,0,Transient,C,0,3,0
48335,ESP,Direct,0,0,No Deposit,0,Transient,B,0,0,1
32956,PRT,Direct,0,0,No Deposit,0,Transient,G,0,3,0
14370,ESP,Corporate,0,0,No Deposit,0,Transient,D,0,1,1
8497,PRT,Online TA,0,1,No Deposit,0,Transient,A,0,3,1
6127,MAR,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
83116,FIN,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,1,0
24642,ITA,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
76280,PRT,Direct,1,0,No Deposit,0,Transient,E,0,2,1
3671,FRA,Groups,0,1,No Deposit,34,Transient-Party,A,0,0,0
22633,PRT,Direct,0,8,No Deposit,0,Transient,A,0,1,0
24217,DEU,Direct,0,0,No Deposit,0,Transient,E,0,1,0
79242,PRT,Online TA,0,0,No Deposit,0,Transient-Party,H,0,2,0
5862,FRA,Online TA,0,0,No Deposit,0,Contract,A,0,3,0
21431,GBR,Groups,0,4,No Deposit,0,Transient-Party,D,1,0,0
1857,GBR,Groups,0,6,No Deposit,0,Transient-Party,D,0,0,0
23902,PRT,Corporate,0,0,No Deposit,0,Transient,E,1,0,0
42320,NOR,Online TA,0,0,No Deposit,0,Transient,B,0,0,1
9448,AGO,Direct,0,0,No Deposit,0,Transient,D,0,2,0
79682,GBR,Online TA,0,3,No Deposit,0,Transient,D,0,0,0
73830,ESP,Online TA,0,1,No Deposit,0,Contract,F,0,3,0
4466,NLD,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
54073,BEL,Offline TA/TO,0,1,No Deposit,0,Transient-Party,B,0,0,0
3342,BRA,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
6135,GBR,Groups,2,0,No Deposit,0,Transient-Party,E,0,0,1
68177,MEX,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
4773,GBR,Direct,0,0,No Deposit,0,Transient-Party,G,0,2,0
58817,PRT,Direct,0,0,No Deposit,0,Transient,C,1,3,0
44534,BIH,Direct,0,0,No Deposit,0,Transient-Party,A,0,0,0
58979,GBR,Groups,0,2,No Deposit,113,Transient-Party,A,0,0,0
409,PRT,Direct,0,0,No Deposit,0,Transient,F,0,0,0
20549,AGO,Direct,0,1,No Deposit,0,Transient,F,0,0,0
223,DEU,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
20370,PRT,Offline TA/TO,0,2,No Deposit,0,Transient,B,0,3,0
58318,PRT,Corporate,0,1,Non Refund,0,Transient-Party,A,0,0,0
44138,PRT,Direct,0,2,No Deposit,0,Group,A,0,0,0
7710,PRT,Complementary,0,0,No Deposit,0,Transient,G,0,1,0
543,PRT,Groups,0,0,No Deposit,0,Transient,A,0,1,0
35688,ESP,Online TA,0,0,No Deposit,0,Transient,E,0,4,0
73525,ITA,Aviation,0,1,No Deposit,0,Transient,A,0,0,0
51310,FRA,Online TA,0,3,No Deposit,0,Transient-Party,A,0,0,0
282,FRA,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
82606,CRI,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
1630,FRA,Direct,0,1,No Deposit,0,Transient,E,1,0,0
38032,PRT,Complementary,1,1,No Deposit,0,Transient,D,0,2,0
11369,DEU,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,1,0
62964,AUS,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
1776,SWE,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
4013,BRA,Corporate,0,1,No Deposit,0,Transient,A,0,0,0
59426,CHE,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
79980,FRA,Online TA,0,1,No Deposit,0,Transient,C,0,2,1
81689,ROU,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
50040,PRT,Direct,0,2,No Deposit,0,Group,G,1,2,0
23075,ROU,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
51114,ESP,Offline TA/TO,0,0,Refundable,0,Transient-Party,A,0,0,0
8731,SYC,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
6386,BEL,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
4228,MLT,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
80990,PRT,Direct,0,1,No Deposit,0,Transient-Party,A,0,3,0
1014,GBR,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
45869,GBR,Online TA,0,4,No Deposit,0,Transient-Party,A,0,1,0
46704,LTU,Direct,0,0,No Deposit,0,Transient,A,0,0,1
78762,GBR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,1
1196,PRT,Direct,0,3,No Deposit,0,Transient,C,0,1,0
639,FIN,Online TA,0,1,No Deposit,0,Transient,H,1,3,0
33553,PRT,Direct,0,1,No Deposit,0,Transient,F,1,3,0
672,FRA,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
46807,HRV,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
48644,PRT,Aviation,0,0,No Deposit,0,Transient-Party,D,0,0,0
66163,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,C,0,1,1
62458,PRT,Online TA,0,0,No Deposit,0,Group,D,0,1,0
38572,SRB,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,1,0
10378,CN,Direct,0,0,No Deposit,0,Transient,G,0,0,0
3110,FIN,Direct,0,0,No Deposit,0,Transient,A,0,2,0
75333,LUX,Online TA,0,0,No Deposit,0,Transient,C,1,2,0
11756,PRT,Direct,0,2,No Deposit,0,Transient,C,0,0,0
7463,FRA,Online TA,0,0,No Deposit,0,Transient,B,0,2,1
50687,CHN,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
11537,BRA,Direct,0,1,No Deposit,0,Transient,A,0,0,0
22923,FRA,Groups,0,2,No Deposit,34,Transient-Party,A,0,1,0
7717,ITA,Online TA,0,3,No Deposit,0,Transient,G,1,1,0
22569,PRT,Direct,0,4,No Deposit,0,Transient,A,1,1,0
60435,GBR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,0,0,0
45570,COL,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
3384,PRT,Direct,0,3,No Deposit,0,Transient,A,0,0,0
31084,GBR,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
43435,FRA,Offline TA/TO,0,0,No Deposit,215,Transient-Party,A,0,0,0
21865,PRT,Direct,0,1,No Deposit,0,Transient,H,1,3,0
11547,IRL,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
53658,UKR,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
76349,ESP,Direct,0,0,No Deposit,0,Transient,D,0,2,1
57996,FIN,Online TA,0,2,No Deposit,0,Transient,E,0,1,0
34094,HUN,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
1211,BEL,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
19923,DOM,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
14240,PRT,Groups,0,0,Non Refund,111,Transient,A,0,0,1
48310,ESP,Online TA,0,1,No Deposit,0,Transient,A,1,3,0
46936,CN,Direct,0,0,No Deposit,0,Transient,D,0,1,0
14666,IRN,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
48267,SWE,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
13239,TUR,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
24105,ISR,Online TA,0,2,No Deposit,0,Transient,A,0,3,1
38235,BRA,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
13593,ESP,Online TA,0,0,No Deposit,0,Transient-Party,A,1,3,0
6301,ESP,Direct,0,0,No Deposit,0,Transient,A,0,2,0
18871,GBR,Online TA,0,5,No Deposit,0,Transient,A,0,3,0
20926,IRL,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
11016,PRT,Direct,0,2,No Deposit,0,Transient,E,0,3,0
13921,GRC,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
15746,ESP,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
20249,DEU,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,1,0
76402,PRT,Aviation,0,2,No Deposit,0,Transient,A,0,0,0
64314,ESP,Groups,0,0,No Deposit,44,Transient-Party,A,0,0,0
7172,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,E,1,1,0
3424,LBY,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
16181,CZE,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
39186,BEL,Direct,0,0,No Deposit,0,Transient,E,0,1,0
16286,PRT,Offline TA/TO,0,1,No Deposit,207,Transient-Party,A,0,0,1
65074,CHE,Corporate,0,1,No Deposit,0,Transient,A,0,0,0
34827,FRA,Groups,0,1,No Deposit,34,Transient,A,0,1,0
24901,GBR,Groups,1,0,Non Refund,0,Transient,E,0,0,1
12639,ESP,Offline TA/TO,0,2,No Deposit,0,Group,A,1,1,0
8613,GBR,Direct,0,0,No Deposit,0,Transient,E,1,2,0
69567,KEN,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
48511,ESP,Online TA,0,2,No Deposit,0,Transient,A,1,1,0
9087,KOR,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
15032,FRA,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
45580,FRA,Online TA,0,4,No Deposit,0,Transient,D,1,1,0
40415,PRT,Corporate,0,0,No Deposit,0,Transient-Party,D,0,0,1
8971,CZE,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
25734,ITA,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
21354,NLD,Direct,0,0,No Deposit,0,Transient,G,1,0,0
34767,PRT,Direct,0,0,No Deposit,0,Transient-Party,F,0,1,1
1752,FRA,Direct,0,0,No Deposit,0,Transient,B,0,1,1
12075,DEU,Offline TA/TO,0,0,No Deposit,147,Transient-Party,A,0,0,0
45343,HUN,Direct,0,0,No Deposit,0,Transient,A,0,0,0
15228,ROU,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
48483,PRT,Direct,0,0,No Deposit,0,Transient,G,0,1,1
14962,IRL,Online TA,0,0,No Deposit,0,Transient,F,0,2,1
3302,IRL,Direct,0,1,No Deposit,0,Transient,A,0,3,0
65949,PRT,Online TA,0,0,No Deposit,0,Transient-Party,C,0,3,1
144,BEL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,1,0
979,PRT,Direct,0,0,No Deposit,0,Transient,G,0,1,0
3268,CHE,Direct,0,1,No Deposit,0,Transient,A,0,1,0
31400,GBR,Offline TA/TO,0,3,No Deposit,0,Contract,A,0,0,0
29676,BRA,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
2366,NOR,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
29927,NLD,Direct,0,1,No Deposit,0,Transient,E,0,2,1
32613,BRA,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
11638,NLD,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
45668,PRT,Direct,1,3,No Deposit,0,Transient,A,0,0,0
54089,BEL,Online TA,0,1,No Deposit,0,Transient,D,1,2,0
43842,CHE,Online TA,0,1,No Deposit,0,Transient,E,0,0,1
38835,GBR,Direct,0,0,No Deposit,0,Transient,G,0,1,0
11829,ESP,Online TA,0,0,No Deposit,0,Transient-Party,E,1,1,0
6271,BRA,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
18059,PRT,Online TA,0,0,No Deposit,0,Contract,D,0,1,0
17889,SGP,Direct,0,0,No Deposit,0,Transient,A,0,0,1
64419,NLD,Groups,0,0,No Deposit,0,Transient,A,0,0,0
30983,FRA,Online TA,0,0,No Deposit,0,Transient,E,1,3,0
4936,DEU,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
77104,SAU,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
4478,BRA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
11065,PRT,Online TA,0,0,No Deposit,0,Transient,F,0,2,1
29598,DNK,Direct,0,0,No Deposit,0,Transient-Party,A,0,2,0
76818,TUR,Online TA,0,3,No Deposit,0,Transient,A,0,2,0
11342,IRL,Online TA,0,1,No Deposit,0,Transient,E,0,1,1
2152,PRT,Direct,0,2,No Deposit,0,Transient,A,0,0,0
72096,SWE,Offline TA/TO,0,1,No Deposit,0,Transient,A,1,0,0
35697,NLD,Direct,0,1,No Deposit,0,Transient,A,0,0,0
19757,NOR,Online TA,0,2,No Deposit,0,Transient,G,0,1,0
24347,IRL,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
5747,POL,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
4996,EGY,Online TA,0,7,No Deposit,0,Transient,A,0,2,0
23311,PRT,Online TA,0,1,No Deposit,0,Transient,C,0,2,0
44382,GBR,Online TA,0,4,No Deposit,0,Transient,A,0,3,1
30083,POL,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
13440,PRT,Offline TA/TO,0,0,No Deposit,33,Transient-Party,A,0,0,0
44199,PRT,Corporate,0,0,No Deposit,0,Transient,A,1,3,0
5981,PRT,Online TA,1,1,No Deposit,0,Transient,A,0,1,1
60191,ROU,Online TA,0,1,No Deposit,0,Transient,E,0,2,0
43286,GBR,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,1
78065,ITA,Groups,0,2,No Deposit,0,Transient-Party,A,1,0,0
9226,NOR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,0,0
7817,PRT,Corporate,0,2,No Deposit,0,Transient-Party,A,0,0,1
1423,IND,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
3988,ESP,Direct,0,0,No Deposit,0,Transient,G,1,2,0
729,GBR,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
44035,TUR,Groups,0,0,Non Refund,2,Transient-Party,A,0,0,0
72154,IRL,Direct,0,2,No Deposit,0,Transient,A,0,1,0
63128,GBR,Corporate,0,0,No Deposit,0,Transient-Party,D,1,0,0
1257,ITA,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
7619,USA,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
3875,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,3,0
39724,ESP,Direct,0,1,No Deposit,0,Transient,D,0,3,1
43991,IRL,Direct,0,1,No Deposit,0,Transient,B,0,1,0
46816,NZL,Offline TA/TO,0,0,No Deposit,0,Transient,E,1,0,0
61309,DZA,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
49196,IND,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
3286,IRL,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
2094,FRA,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
32414,PRT,Offline TA/TO,0,0,No Deposit,224,Transient-Party,A,0,0,1
5676,SWE,Direct,0,1,No Deposit,0,Transient,B,0,0,1
4427,ARG,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
55689,FRA,Direct,0,0,No Deposit,0,Transient,C,0,0,0
65110,IND,Corporate,0,0,No Deposit,0,Transient,E,0,1,0
3956,LUX,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
12611,DEU,Offline TA/TO,0,1,No Deposit,147,Transient-Party,A,0,0,0
20868,GBR,Groups,1,0,No Deposit,0,Transient-Party,D,0,0,1
49729,CN,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
29407,PRI,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
42316,MOZ,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
39605,FRA,Direct,0,1,No Deposit,0,Transient,D,0,3,0
65527,CHN,Direct,0,2,No Deposit,0,Transient,B,0,0,0
67061,ZAF,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
1182,PRT,Offline TA/TO,1,0,Non Refund,44,Transient,A,0,0,1
2512,ESP,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
31461,NLD,Online TA,0,2,No Deposit,0,Transient-Party,A,0,1,0
17634,PRT,Offline TA/TO,0,0,No Deposit,59,Transient-Party,A,0,1,0
15088,MEX,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
93,PRT,Offline TA/TO,0,0,Non Refund,77,Transient,A,0,0,1
6689,NZL,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
61278,ESP,Online TA,0,0,No Deposit,0,Transient,B,0,2,0
56965,CHE,Online TA,0,0,No Deposit,0,Transient,F,1,2,0
16113,NLD,Corporate,0,2,No Deposit,0,Transient,F,1,0,0
5352,PRT,Complementary,0,0,No Deposit,0,Transient,F,1,2,0
6631,PRT,Groups,0,0,No Deposit,0,Transient-Party,A,0,2,1
5542,BEL,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
47707,DEU,Groups,0,0,No Deposit,0,Contract,A,0,1,0
30972,PRT,Corporate,4,0,No Deposit,0,Transient,A,0,0,1
78500,BLR,Direct,0,1,No Deposit,0,Transient,A,0,0,1
78772,FRA,Online TA,0,1,No Deposit,0,Transient,F,0,0,1
32793,TZA,Online TA,0,1,No Deposit,0,Transient,B,0,2,1
23076,CHE,Direct,0,1,No Deposit,0,Transient,A,1,0,0
7917,PRT,Offline TA/TO,0,1,No Deposit,0,Transient,D,1,0,0
68865,KOR,Online TA,0,1,No Deposit,0,Transient,H,0,0,0
1133,NOR,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
6784,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,C,0,0,0
82159,CHL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
29311,IDN,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
9587,CHN,Online TA,0,0,No Deposit,0,Transient,F,1,2,0
25909,ESP,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
17869,PRT,Direct,0,6,No Deposit,0,Transient,A,0,0,0
9451,FRA,Direct,0,0,No Deposit,0,Transient,D,1,0,0
49003,POL,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
1272,PRT,Online TA,0,2,No Deposit,0,Transient,D,1,1,0
27080,USA,Direct,0,1,No Deposit,0,Transient,D,1,0,0
31913,SWE,Direct,0,0,No Deposit,0,Transient,F,1,1,0
80538,TUN,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
29321,CHL,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
53463,FRA,Direct,0,1,No Deposit,0,Transient,E,1,2,0
60008,SWE,Direct,0,2,No Deposit,0,Transient,A,1,0,0
45472,LBN,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
6591,ESP,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
44340,SGP,Direct,0,4,No Deposit,0,Transient,A,0,0,0
17238,FRA,Direct,0,2,No Deposit,0,Transient,A,0,1,0
10678,BGD,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
79233,GHA,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
35619,USA,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
7403,MAC,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
3161,FRA,Groups,0,1,No Deposit,38,Transient-Party,A,0,0,0
11879,ITA,Offline TA/TO,0,0,No Deposit,111,Transient-Party,A,0,0,0
60426,FRA,Direct,0,0,No Deposit,0,Transient,C,1,0,0
32,PRT,Offline TA/TO,1,0,No Deposit,0,Transient,A,0,0,1
57084,CN,Online TA,0,0,No Deposit,0,Transient-Party,A,1,3,0
55549,EGY,Offline TA/TO,0,4,No Deposit,63,Transient-Party,A,0,0,0
53328,DEU,Online TA,0,1,No Deposit,0,Transient-Party,A,0,5,0
7477,CN,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
76254,EGY,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
66613,ITA,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
35065,FIN,Direct,0,2,No Deposit,0,Transient,A,0,3,0
20834,GBR,Corporate,0,2,No Deposit,0,Transient-Party,A,0,0,0
19452,CHL,Groups,0,0,No Deposit,0,Transient-Party,E,0,1,0
19062,USA,Direct,0,0,No Deposit,0,Transient,H,0,0,1
34415,PRT,Direct,0,2,No Deposit,0,Transient,H,1,0,0
2216,ROU,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
34877,USA,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
79639,PRT,Online TA,1,0,No Deposit,0,Transient,H,0,2,1
32784,ESP,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
79692,PRT,Offline TA/TO,0,3,No Deposit,0,Transient,D,1,1,0
16002,BEL,Groups,0,1,No Deposit,0,Transient-Party,D,0,0,0
66996,ISR,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
62460,HUN,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
2438,FRA,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
38286,ESP,Online TA,0,2,No Deposit,0,Transient,D,1,1,0
24918,DNK,Groups,0,1,No Deposit,0,Transient,A,0,0,0
43418,PRT,Online TA,0,1,No Deposit,0,Contract,F,0,2,1
79857,POL,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
3561,PRT,Offline TA/TO,0,0,Non Refund,70,Transient,A,0,0,1
2087,PRT,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
10742,FRA,Offline TA/TO,0,0,No Deposit,108,Transient-Party,A,0,1,0
24857,ESP,Online TA,0,0,No Deposit,0,Transient-Party,G,1,0,0
41298,ROU,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
11615,AUS,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
48342,BEL,Direct,0,0,No Deposit,0,Transient,A,0,2,1
9323,GBR,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
24450,RUS,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
40745,CHE,Online TA,0,3,No Deposit,0,Transient,D,0,1,0
41452,DEU,Groups,0,1,No Deposit,11,Transient-Party,A,0,0,0
15519,IRL,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
75909,IRL,Online TA,0,10,No Deposit,0,Transient,D,0,1,1
66668,NOR,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
11616,AUT,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
16329,CHE,Online TA,0,0,No Deposit,0,Transient,A,1,3,0
30230,ESP,Online TA,0,2,No Deposit,0,Transient,E,0,0,0
66895,PRT,Online TA,0,1,No Deposit,0,Transient,B,0,4,0
377,MAR,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
19520,ZAF,Online TA,0,4,No Deposit,0,Transient,E,0,2,0
60346,TUN,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
4468,HUN,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
37508,FRA,Online TA,0,1,No Deposit,0,Contract,F,0,1,0
1512,IRL,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,0
5664,FRA,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
14991,ESP,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,0,0
8285,PRT,Offline TA/TO,0,0,No Deposit,108,Transient-Party,A,0,0,0
40790,TWN,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
76247,ESP,Groups,0,0,No Deposit,18,Transient-Party,A,0,0,0
9495,FIN,Direct,0,2,No Deposit,0,Transient,E,1,0,0
4982,NLD,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
9041,GBR,Online TA,0,1,No Deposit,0,Transient,E,0,3,0
70588,CHE,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,0
39962,DEU,Groups,0,1,No Deposit,60,Transient-Party,A,0,0,0
9034,ITA,Online TA,0,3,No Deposit,0,Transient-Party,B,0,2,0
2037,PRT,Online TA,0,0,No Deposit,0,Transient,B,0,0,0
21719,FRA,Groups,0,0,No Deposit,25,Transient-Party,A,0,0,0
27667,PRT,Offline TA/TO,0,1,No Deposit,0,Transient,A,1,1,0
57468,PRT,Online TA,0,0,No Deposit,0,Contract,F,1,3,0
73752,FRA,Online TA,0,0,No Deposit,0,Transient-Party,F,0,0,1
71228,NOR,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
8134,CHE,Direct,0,3,No Deposit,0,Transient,F,1,0,0
545,PRT,Direct,0,3,No Deposit,0,Transient,F,1,0,0
29366,PRT,Direct,1,1,No Deposit,0,Transient,E,1,1,0
1843,IRL,Online TA,0,0,No Deposit,0,Transient,E,0,3,1
54294,THA,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
2582,PRT,Direct,0,2,No Deposit,0,Transient-Party,D,0,0,0
32790,GBR,Direct,0,0,No Deposit,0,Transient-Party,A,1,0,0
13410,ESP,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,1
42042,PRT,Groups,0,3,No Deposit,0,Transient,D,0,0,0
64380,PRT,Groups,0,0,Non Refund,30,Transient,A,0,0,1
42486,BRA,Online TA,0,1,No Deposit,0,Transient,F,0,2,1
42851,JPN,Corporate,0,4,No Deposit,0,Transient,E,0,0,0
10897,NOR,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
2774,PRT,Direct,0,1,No Deposit,0,Transient,D,0,0,0
82804,POL,Online TA,0,3,No Deposit,0,Transient,A,0,1,1
6151,GBR,Groups,0,1,No Deposit,0,Transient-Party,A,1,0,0
53951,GBR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,3,0
57765,IRL,Groups,0,4,No Deposit,0,Transient-Party,A,0,1,0
70269,DEU,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
66319,ISR,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
2781,FRA,Offline TA/TO,0,0,No Deposit,0,Transient,F,0,0,0
26619,CN,Direct,0,0,No Deposit,0,Transient,A,0,1,0
79532,ITA,Offline TA/TO,0,1,No Deposit,0,Contract,D,0,0,0
22286,CN,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
146,PRT,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
60946,PRT,Direct,0,1,No Deposit,0,Transient,H,1,2,0
17527,BRA,Direct,0,0,No Deposit,0,Transient,A,0,1,1
67294,GBR,Direct,0,0,No Deposit,0,Transient-Party,G,2,0,0
23267,PRT,Groups,0,0,No Deposit,61,Transient-Party,A,0,1,0
53262,BGR,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
59768,PRT,Direct,0,1,No Deposit,0,Transient,G,0,2,1
68,DEU,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
56362,DNK,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
4196,USA,Direct,0,1,No Deposit,0,Transient,A,1,0,0
77507,BRA,Groups,0,1,No Deposit,0,Transient-Party,D,0,1,0
35933,ITA,Online TA,0,2,No Deposit,0,Transient,A,1,1,0
20450,LTU,Direct,0,4,No Deposit,0,Transient,D,0,0,0
