,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
3450,ITA,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
3452,USA,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
3458,GBR,Online TA,0,0,No Deposit,0,Transient,B,0,1,0
3459,TUN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3460,BRA,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3463,PRT,Groups,1,0,Non Refund,45,Transient,A,0,0,1
3465,FIN,Direct,0,0,No Deposit,0,Transient,G,0,0,1
3471,PRT,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
3473,SWE,Groups,0,0,No Deposit,14,Transient,C,0,0,0
3475,BRA,Offline TA/TO,0,1,No Deposit,0,Transient,A,1,0,0
3476,CRI,Direct,0,0,No Deposit,0,Transient,D,0,1,0
3478,BRA,Direct,0,0,No Deposit,0,Transient,D,0,2,0
3481,BEN,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3485,DEU,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,2,0
3487,PRT,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,1,0
3496,CN,Online TA,0,0,No Deposit,0,Transient,F,1,0,0
3515,PRT,Corporate,3,0,No Deposit,0,Transient,A,0,1,0
3517,BRA,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
3519,CHE,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
3524,BEL,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
3528,CN,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
3532,PRT,Corporate,1,0,Non Refund,0,Transient,A,0,0,1
3533,ITA,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3536,ITA,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,0
3538,CN,Groups,0,0,No Deposit,0,Transient-Party,E,0,0,0
3539,PRT,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,1
3540,USA,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
3551,GBR,Direct,0,2,No Deposit,0,Transient,A,1,0,0
3554,CHE,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
3556,ITA,Direct,0,0,No Deposit,0,Transient,D,0,0,0
3561,PRT,Offline TA/TO,0,0,Non Refund,70,Transient,A,0,0,1
3563,IRL,Online TA,0,1,No Deposit,0,Transient,B,0,3,1
3565,PRT,Groups,1,0,Non Refund,10,Transient,A,0,0,1
3570,IRL,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
3571,ARG,Direct,0,3,No Deposit,0,Transient-Party,D,0,0,0
3574,PRT,Online TA,1,0,No Deposit,0,Contract,D,0,1,1
3575,ESP,Online TA,0,0,No Deposit,0,Transient-Party,D,1,2,0
3584,ITA,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
3586,PRT,Online TA,0,0,No Deposit,0,Group,D,0,0,0
3587,NOR,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
3589,PRT,Direct,0,0,No Deposit,0,Transient,F,0,0,1
3594,IRL,Direct,0,1,No Deposit,0,Transient,E,0,1,0
3600,GBR,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,1,0
3606,NLD,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
3607,KOR,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
3609,PRT,Direct,0,0,No Deposit,0,Group,A,0,0,0
3617,ESP,Direct,0,3,No Deposit,0,Transient,A,1,0,0
3618,UKR,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
3621,PRT,Online TA,0,0,No Deposit,0,Transient,E,0,3,0
3628,ROU,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
3629,PRT,Groups,0,0,Non Refund,0,Transient-Party,A,0,0,1
3633,CHN,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
3637,BEL,Groups,0,0,No Deposit,0,Transient,A,0,0,0
3638,FRA,Offline TA/TO,0,0,No Deposit,17,Transient-Party,A,0,0,0
3639,NLD,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
3643,ISR,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
3649,ROU,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3654,DEU,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,0,0
3656,FIN,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
3662,PRT,Corporate,1,0,No Deposit,0,Transient-Party,A,0,0,0
3669,PRT,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
3671,FRA,Groups,0,1,No Deposit,34,Transient-Party,A,0,0,0
3672,SWE,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
3673,MEX,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
3686,CN,Direct,0,0,No Deposit,0,Transient,G,1,0,0
3687,FRA,Groups,0,0,No Deposit,48,Transient-Party,A,0,1,0
3689,NLD,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
3691,GBR,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
3694,NOR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
3695,ESP,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
3696,GBR,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3703,SWE,Offline TA/TO,0,2,No Deposit,0,Transient,E,0,2,0
3709,PRT,Direct,0,0,No Deposit,0,Transient,E,0,1,1
3727,PRT,Corporate,3,2,No Deposit,0,Transient,A,0,1,0
3729,NLD,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
3741,BEL,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
3743,PRT,Online TA,0,2,No Deposit,0,Transient-Party,A,0,1,0
3744,FRA,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
3745,ESP,Direct,0,1,No Deposit,0,Transient,A,0,0,1
3746,GBR,Online TA,0,1,No Deposit,0,Transient,E,0,2,0
3754,PRT,Offline TA/TO,1,2,No Deposit,0,Group,A,0,1,1
3755,DZA,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
3762,PRT,Complementary,1,1,No Deposit,0,Transient,A,0,2,0
3764,PRT,Direct,0,0,No Deposit,0,Transient,L,0,0,0
3767,PRT,Groups,0,1,No Deposit,49,Transient-Party,A,0,0,0
3771,DEU,Direct,0,2,No Deposit,0,Transient,D,0,0,1
3774,GBR,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
3775,CHE,Direct,0,0,No Deposit,0,Transient,A,0,2,0
3779,ITA,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
3781,FRA,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
3784,ESP,Online TA,0,1,No Deposit,0,Transient,E,0,1,1
3789,GBR,Groups,0,3,No Deposit,0,Transient-Party,A,0,0,0
3794,FRA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
3799,PRT,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3806,FRA,Offline TA/TO,0,1,No Deposit,43,Transient-Party,A,0,2,0
3810,CHE,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
3819,NLD,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3822,PRT,Online TA,0,0,No Deposit,0,Contract,D,0,1,1
3829,PRT,Corporate,0,0,No Deposit,0,Transient,E,0,0,1
3831,FRA,Online TA,0,0,No Deposit,0,Transient-Party,G,0,0,0
3834,MYS,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3843,NLD,Direct,0,1,No Deposit,0,Transient,E,0,0,0
3846,DEU,Direct,0,0,No Deposit,0,Transient,A,0,0,0
3847,NLD,Online TA,0,0,No Deposit,0,Transient,B,0,2,0
3860,BEL,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
3867,CN,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
3868,HUN,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
3869,NOR,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3874,IRL,Direct,0,1,No Deposit,0,Transient,D,0,2,0
3875,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,3,0
3881,ITA,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
3888,BRA,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
3890,PRT,Corporate,0,3,No Deposit,0,Transient,A,0,0,0
3892,MWI,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
3898,ESP,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
3900,FRA,Direct,0,0,No Deposit,0,Transient,A,1,1,0
3906,MEX,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3908,FRA,Direct,0,0,No Deposit,0,Transient,D,0,0,0
3909,ITA,Offline TA/TO,0,0,No Deposit,38,Transient-Party,A,0,0,0
3916,DEU,Offline TA/TO,0,0,No Deposit,178,Transient-Party,A,0,0,0
3924,CN,Direct,0,0,No Deposit,0,Transient,E,1,0,0
3927,PRT,Groups,0,2,No Deposit,0,Transient-Party,E,0,0,0
3931,GBR,Groups,0,1,No Deposit,99,Transient-Party,A,0,0,0
3937,FRA,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
3938,NLD,Direct,0,2,No Deposit,0,Transient,A,0,0,0
3939,PRT,Direct,0,1,No Deposit,0,Transient,E,1,2,0
3943,IRL,Direct,0,2,No Deposit,0,Transient,A,0,0,0
3945,BRA,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
3951,GBR,Direct,0,0,No Deposit,0,Transient-Party,A,0,0,0
3956,LUX,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
3957,ARG,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
3960,PRT,Direct,0,0,No Deposit,0,Transient-Party,A,0,0,1
3961,CHE,Direct,0,0,No Deposit,0,Transient,A,0,0,1
3966,PRT,Complementary,0,1,No Deposit,0,Transient,D,1,1,0
3969,GBR,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3970,MOZ,Direct,0,0,No Deposit,0,Transient,A,0,0,0
3971,FRA,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3974,DEU,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
3975,CHE,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3982,GBR,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
3984,PRT,Offline TA/TO,1,0,No Deposit,0,Transient,D,0,0,1
3985,CN,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
3988,ESP,Direct,0,0,No Deposit,0,Transient,G,1,2,0
3989,CN,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
3997,USA,Online TA,0,2,No Deposit,0,Transient-Party,D,0,1,0
4000,PRT,Corporate,0,4,No Deposit,0,Contract,A,0,0,0
4008,PRT,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
4011,USA,Direct,0,0,No Deposit,0,Transient,G,0,0,0
4013,BRA,Corporate,0,1,No Deposit,0,Transient,A,0,0,0
4014,PRT,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
4017,PRT,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
4018,FRA,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
4021,PRT,Direct,0,3,No Deposit,0,Transient,C,0,3,0
4022,NLD,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
4025,PRT,Direct,0,0,No Deposit,0,Transient,E,1,4,0
4026,PRT,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,1,0
4028,PRT,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
4030,FRA,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
4031,FRA,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
4032,FRA,Direct,0,1,No Deposit,0,Transient-Party,A,0,1,0
4036,AUT,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
4037,PRT,Online TA,1,1,No Deposit,0,Transient-Party,A,0,0,1
4038,POL,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
4041,POL,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
4042,NZL,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
4043,GRC,Aviation,0,0,No Deposit,0,Transient,D,0,0,0
4046,PRT,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
4050,NLD,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
4060,FRA,Offline TA/TO,0,1,No Deposit,69,Transient-Party,A,0,0,0
4068,RUS,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
4077,DNK,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
4084,PRT,Direct,0,0,No Deposit,0,Transient,E,0,0,1
4089,KOR,Direct,0,1,No Deposit,0,Transient,A,0,0,0
4090,UKR,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
4092,NOR,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4093,TUR,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
4095,NLD,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
4099,GBR,Groups,0,2,No Deposit,0,Transient,A,0,0,0
4105,ESP,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
4123,CHE,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
4125,PRT,Direct,1,0,No Deposit,0,Transient-Party,B,0,1,1
4128,USA,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4138,FRA,Groups,0,0,No Deposit,0,Transient,A,0,2,0
4140,PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,1,1,0
4143,PRT,Online TA,0,0,No Deposit,0,Transient-Party,D,0,3,0
4146,POL,Direct,0,1,No Deposit,0,Transient,F,0,2,0
4147,ITA,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
4148,BLR,Direct,0,0,No Deposit,0,Transient,A,0,1,0
4150,USA,Direct,0,1,No Deposit,0,Transient,A,0,0,0
4159,FRA,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
4162,FIN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
4168,IRL,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,0
4171,GBR,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
4177,ITA,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4180,ESP,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
4182,CYP,Groups,0,0,No Deposit,0,Transient,A,0,0,0
4184,GBR,Direct,0,0,No Deposit,0,Transient,F,0,1,0
4185,FRA,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
4187,AGO,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
4196,USA,Direct,0,1,No Deposit,0,Transient,A,1,0,0
4197,POL,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4199,FRA,Direct,0,2,No Deposit,0,Transient,D,0,2,0
4200,GBR,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
4204,PRT,Direct,0,0,No Deposit,0,Transient-Party,F,0,2,0
4205,BEL,Online TA,0,0,No Deposit,0,Transient,C,0,2,0
4211,DEU,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,0
4218,MAR,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
4228,MLT,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
4230,ESP,Online TA,0,0,No Deposit,0,Transient,C,0,1,0
4233,HRV,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4234,HUN,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
4236,GBR,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
4239,PRT,Corporate,0,1,No Deposit,0,Transient,A,1,0,0
4242,GBR,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,0,0
4244,DEU,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
4247,AUT,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
4249,ISR,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
4251,CPV,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
4254,GBR,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
4259,MYS,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
4264,EST,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
4265,GBR,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
4267,RUS,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
4274,USA,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
4276,BRA,Online TA,0,1,No Deposit,0,Contract,B,1,2,0
4277,GBR,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
4278,GBR,Online TA,0,2,No Deposit,0,Transient,E,0,3,1
4279,SWE,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
4281,PRT,Direct,0,0,No Deposit,0,Transient-Party,G,0,0,1
4285,POL,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4291,AUT,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
4304,MOZ,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
4313,CZE,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4315,DEU,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,0,0
4316,MAR,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4321,IRL,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4326,FRA,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
4328,JPN,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
4340,JPN,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
4343,GBR,Offline TA/TO,0,3,No Deposit,0,Transient,A,0,0,0
4344,NLD,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
4347,DEU,Direct,0,1,No Deposit,0,Transient,B,0,0,0
4351,HUN,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
4359,AUS,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
4361,USA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
4363,PRT,Groups,0,0,Non Refund,60,Transient,A,0,0,1
4364,POL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,0,0
4367,PRT,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
4376,DEU,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
4378,ITA,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
4383,ITA,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
4385,PRT,Direct,1,0,No Deposit,0,Transient,D,0,0,1
4393,DNK,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
4394,BEL,Online TA,0,0,No Deposit,0,Contract,B,0,1,0
4395,ESP,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4397,DEU,Online TA,0,1,No Deposit,0,Contract,F,0,0,0
4400,GBR,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
4401,POL,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
4404,PRT,Direct,0,1,No Deposit,0,Transient,E,0,0,1
4406,HUN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
4407,USA,Direct,0,0,No Deposit,0,Transient,A,0,2,0
4408,IRL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,1
4414,FRA,Direct,0,0,No Deposit,0,Transient,E,0,1,0
4416,GBR,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
4417,PRT,Offline TA/TO,1,0,Non Refund,39,Transient,A,0,0,1
4422,LUX,Online TA,0,1,No Deposit,0,Transient-Party,A,0,1,0
4424,USA,Direct,0,2,No Deposit,0,Transient,A,0,0,1
4427,ARG,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
4430,PRT,Online TA,0,2,No Deposit,0,Contract,A,0,1,0
4432,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,1,0
4434,NOR,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
4439,IRL,Direct,0,0,No Deposit,0,Transient,A,0,1,1
4441,GBR,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
4443,PRT,Online TA,0,2,No Deposit,0,Transient,C,1,2,0
4455,CN,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,2,0
4456,ISR,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
4460,DEU,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
4461,DEU,Direct,0,1,No Deposit,0,Transient,D,1,2,0
4465,PRT,Direct,0,0,No Deposit,0,Transient,B,0,0,0
4466,NLD,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
4468,HUN,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
4474,BEL,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,0,0
4476,BRA,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
4477,FRA,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
4478,BRA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
4483,PRT,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,1
4486,PRT,Direct,1,1,No Deposit,0,Transient,F,0,0,0
4487,GBR,Groups,0,2,No Deposit,0,Transient,C,0,0,0
4493,CHE,Direct,0,0,No Deposit,0,Transient,A,0,0,0
4496,PHL,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
4500,GBR,Offline TA/TO,0,2,No Deposit,0,Transient,A,0,2,0
4506,GBR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
4507,USA,Online TA,0,0,No Deposit,0,Group,G,0,1,0
4511,IRL,Groups,0,0,No Deposit,0,Transient-Party,D,0,1,0
4513,PRT,Offline TA/TO,26,0,Non Refund,0,Transient,A,0,0,1
4518,MEX,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
4529,FRA,Online TA,0,0,No Deposit,0,Transient-Party,E,0,2,0
4530,GBR,Groups,0,1,No Deposit,0,Transient-Party,D,1,0,0
4531,PRT,Groups,1,0,Non Refund,40,Transient,A,0,0,1
4533,NOR,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
4535,BEL,Offline TA/TO,0,1,No Deposit,0,Group,D,0,2,0
4536,IRL,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
4542,GBR,Groups,0,4,No Deposit,0,Transient-Party,D,0,0,0
4543,TUR,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
4544,FRA,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
4547,USA,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
4550,PRT,Corporate,0,1,Non Refund,0,Transient,A,0,0,1
4552,GBR,Direct,0,2,No Deposit,0,Transient-Party,D,0,0,0
4555,ARG,Online TA,0,0,No Deposit,0,Transient-Party,A,1,0,0
4559,ISR,Groups,0,0,No Deposit,0,Transient,A,0,0,0
4564,GBR,Direct,0,1,No Deposit,0,Transient,E,0,1,0
4565,PRT,Direct,0,1,No Deposit,0,Transient,A,0,1,1
4568,POL,Online TA,0,1,No Deposit,0,Transient,B,0,3,1
4571,ITA,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
4573,BRA,Direct,0,0,No Deposit,0,Transient,C,1,2,0
4576,DEU,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
4584,ESP,Direct,0,0,No Deposit,0,Transient,F,0,0,0
4587,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,F,1,0,0
4588,FRA,Groups,0,0,No Deposit,38,Transient-Party,A,0,1,0
4596,BLR,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4598,ESP,Direct,0,0,No Deposit,0,Transient,E,0,0,0
4599,HKG,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4600,PRT,Online TA,2,0,No Deposit,0,Transient,A,0,1,1
4602,PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,1,1,0
4607,DNK,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
4613,GBR,Groups,0,0,No Deposit,0,Transient-Party,D,0,1,0
4614,BRA,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
4625,USA,Direct,0,1,No Deposit,0,Transient,E,1,0,0
4632,CHE,Direct,0,1,No Deposit,0,Transient,C,0,1,0
4637,BRA,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
4639,ISR,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
4645,NLD,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
4651,ESP,Direct,0,0,No Deposit,0,Transient,E,1,0,0
4652,POL,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
4657,GBR,Groups,0,0,No Deposit,101,Transient-Party,D,0,0,0
4661,BEL,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
4667,IRL,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
4672,PRT,Corporate,2,0,No Deposit,0,Transient,A,0,0,1
4674,ESP,Direct,0,1,No Deposit,0,Transient,A,1,0,0
4675,FRA,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,0
4677,USA,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
4683,NLD,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
4685,ESP,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
4689,BRA,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
4695,PRT,Complementary,0,0,No Deposit,0,Transient,D,1,1,0
4700,FRA,Groups,0,2,No Deposit,0,Transient,A,0,0,0
4702,ESP,Online TA,0,2,No Deposit,0,Transient-Party,A,0,1,0
4704,PRI,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
4710,IRQ,Direct,0,1,No Deposit,0,Transient,A,0,0,0
4711,IRL,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
4712,GBR,Direct,0,0,No Deposit,0,Transient,C,0,2,0
4718,ESP,Online TA,0,0,No Deposit,0,Contract,D,0,2,0
4719,PRT,Offline TA/TO,0,0,Non Refund,85,Transient,A,0,0,1
4721,DEU,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
4724,IRL,Online TA,0,4,No Deposit,0,Transient,A,0,0,0
4735,DEU,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
4739,FRA,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
4741,MKD,Groups,0,0,No Deposit,0,Transient,A,0,1,0
4747,FRA,Online TA,0,0,No Deposit,0,Transient,H,0,1,0
4751,POL,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
4757,FRA,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
4758,GBR,Groups,0,3,No Deposit,0,Transient-Party,D,1,0,0
4761,USA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,0,0,0
4768,PRT,Corporate,0,2,No Deposit,0,Transient,A,1,0,0
4773,GBR,Direct,0,0,No Deposit,0,Transient-Party,G,0,2,0
4774,GBR,Groups,0,2,Refundable,0,Transient-Party,A,0,0,0
4779,MEX,Direct,0,0,No Deposit,0,Transient,A,0,1,0
4786,ESP,Direct,0,0,No Deposit,0,Transient,A,1,1,0
4792,ISR,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
4797,FRA,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
4802,NLD,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
4805,PRT,Online TA,0,0,No Deposit,0,Transient,G,0,2,1
4807,BEL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
4808,PRT,Groups,0,0,No Deposit,0,Transient-Party,G,0,0,1
4811,CHE,Direct,0,0,No Deposit,0,Transient,G,1,0,0
4812,PRT,Direct,0,0,No Deposit,0,Transient,D,1,2,0
4815,SWE,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
